customer_id,customer_name,city,state,country,signup_date,gender,age
180,Pranay Virk,Jaipur,Rajasthan,India,2026-04-14,Male,60
181,Saksham Mane,Jaipur,Rajasthan,India,2022-06-28,Male,39
182,Madhav Kohli,Chennai,Tamil Nadu,India,2025-01-22,Female,46
183,Aayush Gaba,Hyderabad,Telangana,India,2025-04-04,Male,23
184,Ranbir Sami,Delhi,Delhi,India,2023-08-06,Male,46
185,Sana Chandran,Pune,Maharashtra,India,2021-11-13,Female,61
186,Hansh Chana,Bengaluru,Karnataka,India,2023-11-10,Male,42
187,Kabir Magar,Mumbai,Maharashtra,India,2023-06-08,Female,31
188,Armaan Acharya,Hyderabad,Telangana,India,2026-02-15,Male,44
189,Misha Deshpande,Bengaluru,Karnataka,India,2023-04-30,Male,29
190,Indranil Sood,Jaipur,Rajasthan,India,2023-04-10,Female,44
191,Indranil Thaman,Bengaluru,Karnataka,India,2026-02-01,Female,37
192,Kiara Divan,Delhi,Delhi,India,2021-08-25,Male,25
193,Hridaan Reddy,Lucknow,Uttar Pradesh,India,2022-10-08,Female,35
194,Veer Majumdar,Lucknow,Uttar Pradesh,India,2021-08-01,Male,58
195,Ojas Bassi,Jaipur,Rajasthan,India,2022-08-23,Male,37
196,Azad Gopal,Chennai,Tamil Nadu,India,2022-07-19,Female,19
197,Yuvraj  Toor,Bengaluru,Karnataka,India,2024-01-13,Female,36
198,Riya Venkatesh,Hyderabad,Telangana,India,2026-02-01,Female,31
199,Aarush Sachar,Ahmedabad,Gujarat,India,2021-10-16,Male,45
200,Pari Bava,Delhi,Delhi,India,2022-09-24,Male,28
201,Samarth Ranganathan,Mumbai,Maharashtra,India,2023-12-30,Male,22
202,Zoya Mani,Ahmedabad,Gujarat,India,2023-07-06,Male,43
203,Jayant Mammen,Lucknow,Uttar Pradesh,India,2022-03-04,Female,63
204,Rasha Dash,Jaipur,Rajasthan,India,2021-10-05,Female,22
205,Arnav Sangha,Hyderabad,Telangana,India,2023-04-20,Male,46
206,Myra Lad,Mumbai,Maharashtra,India,2022-06-04,Female,62
207,Alisha Reddy,Mumbai,Maharashtra,India,2022-05-19,Male,61
208,Eva Manda,Mumbai,Maharashtra,India,2026-01-15,Male,59
209,Aniruddh Vaidya,Jaipur,Rajasthan,India,2022-11-16,Male,63
210,Nayantara Sachdev,Mumbai,Maharashtra,India,2025-05-07,Female,64
211,Aayush Bhakta,Ahmedabad,Gujarat,India,2024-03-05,Female,39
212,Siya Walla,Bengaluru,Karnataka,India,2026-04-23,Female,45
213,Reyansh Halder,Delhi,Delhi,India,2025-08-21,Male,20
214,Ira Chacko,Hyderabad,Telangana,India,2021-09-21,Male,60
215,Kiaan Ranganathan,Bengaluru,Karnataka,India,2025-01-13,Female,41
216,Tanya Sankar,Jaipur,Rajasthan,India,2022-07-21,Female,63
217,Kartik Varty,Chennai,Tamil Nadu,India,2022-12-23,Female,44
218,Krish Luthra,Bengaluru,Karnataka,India,2022-10-23,Male,18
219,Nakul Varty,Lucknow,Uttar Pradesh,India,2021-08-07,Male,51
220,Nayantara Char,Lucknow,Uttar Pradesh,India,2021-12-23,Male,47
221,Mahika Khurana,Hyderabad,Telangana,India,2025-04-30,Female,19
222,Pranay Chander,Kolkata,West Bengal,India,2024-10-24,Female,47
223,Jiya Gokhale,Kolkata,West Bengal,India,2023-02-02,Female,52
224,Aniruddh Chopra,Lucknow,Uttar Pradesh,India,2023-02-18,Female,30
225,Zara Barad,Bengaluru,Karnataka,India,2022-05-13,Male,41
226,Anika Krish,Mumbai,Maharashtra,India,2022-06-26,Male,49
227,Bhamini Dyal,Kolkata,West Bengal,India,2023-12-09,Female,60
228,Piya Hegde,Bengaluru,Karnataka,India,2024-11-09,Male,60
229,Heer Vora,Lucknow,Uttar Pradesh,India,2024-11-24,Male,32
230,Priyansh Mangal,Lucknow,Uttar Pradesh,India,2025-03-30,Female,26
231,Alisha Rau,Jaipur,Rajasthan,India,2024-06-27,Male,49
232,Rasha Gole,Jaipur,Rajasthan,India,2021-11-09,Male,58
233,Aayush Lata,Jaipur,Rajasthan,India,2022-10-20,Female,39
234,Emir Taneja,Kolkata,West Bengal,India,2023-06-06,Female,59
235,Keya Gopal,Chennai,Tamil Nadu,India,2024-07-21,Female,61
236,Anahi Subramanian,Ahmedabad,Gujarat,India,2026-02-28,Male,33
237,Nayantara Bora,Delhi,Delhi,India,2022-02-14,Male,62
238,Shamik Roy,Jaipur,Rajasthan,India,2021-11-17,Male,41
239,Adira Khatri,Mumbai,Maharashtra,India,2022-11-07,Male,27
240,Kimaya Ramakrishnan,Bengaluru,Karnataka,India,2023-04-18,Female,65
241,Anay Chandra,Bengaluru,Karnataka,India,2025-10-05,Male,50
242,Dhanush Tripathi,Bengaluru,Karnataka,India,2023-04-14,Female,50
243,Samaira Chakrabarti,Mumbai,Maharashtra,India,2021-12-03,Female,27
244,Rati Varkey,Chennai,Tamil Nadu,India,2026-05-10,Female,61
245,Dhruv Korpal,Jaipur,Rajasthan,India,2023-08-22,Female,32
246,Ritvik Bhat,Delhi,Delhi,India,2022-08-22,Female,65
247,Nirvaan Dhawan,Ahmedabad,Gujarat,India,2023-12-09,Female,38
248,Anika Majumdar,Mumbai,Maharashtra,India,2024-01-26,Female,44
249,Lakshit Rao,Delhi,Delhi,India,2021-12-22,Female,46
250,Nirvi Shah,Ahmedabad,Gujarat,India,2024-01-10,Male,25
251,Himmat Basu,Mumbai,Maharashtra,India,2024-06-27,Female,41
252,Raunak Dugar,Kolkata,West Bengal,India,2025-03-01,Male,62
253,Prerak Anand,Jaipur,Rajasthan,India,2021-09-22,Female,64
254,Ojas Andra,Lucknow,Uttar Pradesh,India,2024-12-08,Female,60
255,Nitya Ganguly,Hyderabad,Telangana,India,2022-08-08,Male,29
256,Nitya Raman,Bengaluru,Karnataka,India,2021-07-08,Female,30
257,Mohanlal Sarkar,Ahmedabad,Gujarat,India,2022-09-21,Female,58
258,Divit Sharma,Mumbai,Maharashtra,India,2025-12-25,Female,59
259,Samar Ravel,Bengaluru,Karnataka,India,2024-03-17,Female,40
260,Vritika Kuruvilla,Jaipur,Rajasthan,India,2025-03-18,Female,61
261,Mannat Bhasin,Delhi,Delhi,India,2022-05-22,Female,31
262,Tejas Suri,Mumbai,Maharashtra,India,2024-01-22,Male,53
263,Shray Gera,Bengaluru,Karnataka,India,2023-03-05,Male,56
264,Abram Brar,Ahmedabad,Gujarat,India,2025-11-09,Female,43
265,Ivan Bir,Ahmedabad,Gujarat,India,2023-05-16,Male,30
266,Elakshi Mahajan,Bengaluru,Karnataka,India,2026-01-28,Female,32
267,Kiara Rajagopalan,Kolkata,West Bengal,India,2021-09-27,Female,65
268,Pihu Bhatnagar,Ahmedabad,Gujarat,India,2025-03-09,Male,43
269,Anay Mallick,Delhi,Delhi,India,2022-07-28,Female,50
270,Siya Chacko,Pune,Maharashtra,India,2022-05-25,Male,30
271,Aniruddh Manne,Chennai,Tamil Nadu,India,2023-10-25,Male,62
272,Rhea Toor,Delhi,Delhi,India,2023-12-11,Female,29
273,Eshani Ramakrishnan,Hyderabad,Telangana,India,2022-03-04,Male,22
274,Jayan Sant,Pune,Maharashtra,India,2021-06-23,Female,64
275,Hunar Chada,Pune,Maharashtra,India,2026-01-03,Female,63
276,Tara Dani,Mumbai,Maharashtra,India,2024-01-31,Female,21
277,Rhea Borra,Delhi,Delhi,India,2024-03-07,Female,50
278,Sara Dar,Pune,Maharashtra,India,2022-09-17,Female,64
279,Eshani Gulati,Kolkata,West Bengal,India,2025-01-24,Female,40
280,Hiran Rege,Delhi,Delhi,India,2022-10-24,Female,56
281,Aarna Gola,Bengaluru,Karnataka,India,2022-01-22,Male,19
282,Jayesh Tak,Ahmedabad,Gujarat,India,2024-05-16,Female,50
283,Vardaniya Kulkarni,Kolkata,West Bengal,India,2022-08-20,Male,31
284,Drishya Dora,Chennai,Tamil Nadu,India,2025-07-20,Female,62
285,Neelofar Shroff,Chennai,Tamil Nadu,India,2025-11-01,Male,38
286,Nishith Sandal,Lucknow,Uttar Pradesh,India,2022-04-20,Female,41
287,Arhaan Bora,Hyderabad,Telangana,India,2023-11-04,Male,57
288,Alisha Vala,Ahmedabad,Gujarat,India,2025-08-22,Male,31
289,Jayesh Aggarwal,Kolkata,West Bengal,India,2024-04-05,Male,62
290,Nakul Aurora,Ahmedabad,Gujarat,India,2024-12-28,Male,37
291,Pranay Suri,Bengaluru,Karnataka,India,2022-10-09,Male,47
292,Hiran Kuruvilla,Ahmedabad,Gujarat,India,2021-11-18,Female,48
293,Jayesh Magar,Ahmedabad,Gujarat,India,2025-01-23,Female,35
294,Zaina Bala,Pune,Maharashtra,India,2022-01-07,Female,23
295,Miraya Kapoor,Pune,Maharashtra,India,2023-04-02,Female,24
296,Shalv Chandra,Lucknow,Uttar Pradesh,India,2025-05-05,Female,42
297,Arnav Soni,Lucknow,Uttar Pradesh,India,2025-04-14,Male,32
298,Ivan Solanki,Mumbai,Maharashtra,India,2024-02-12,Male,62
299,Shanaya Agarwal,Pune,Maharashtra,India,2021-08-13,Female,61
300,Indrans Dhar,Lucknow,Uttar Pradesh,India,2025-11-18,Female,56
301,Miraya Chaudhuri,Hyderabad,Telangana,India,2025-05-23,Female,29
302,Nayantara Choudhry,Jaipur,Rajasthan,India,2022-10-02,Male,62
303,Prerak Varghese,Pune,Maharashtra,India,2023-04-02,Male,55
304,Faiyaz Dhaliwal,Pune,Maharashtra,India,2024-09-08,Male,41
305,Urvi Madan,Ahmedabad,Gujarat,India,2023-03-07,Male,28
306,Abram Hayre,Kolkata,West Bengal,India,2023-01-07,Male,26
307,Lagan Bora,Chennai,Tamil Nadu,India,2022-06-08,Female,27
308,Bhavin Tiwari,Bengaluru,Karnataka,India,2025-02-11,Female,35
309,Arhaan Wali,Lucknow,Uttar Pradesh,India,2023-11-23,Male,57
310,Damini Mander,Hyderabad,Telangana,India,2023-04-21,Female,30
311,Vidur Char,Lucknow,Uttar Pradesh,India,2026-02-01,Male,37
312,Piya Karnik,Hyderabad,Telangana,India,2023-07-15,Female,19
313,Siya Ramesh,Bengaluru,Karnataka,India,2023-11-25,Male,39
314,Dhruv Master,Lucknow,Uttar Pradesh,India,2022-08-07,Male,38
315,Amira Mahajan,Mumbai,Maharashtra,India,2022-01-06,Male,33
316,Lakshay Kalita,Mumbai,Maharashtra,India,2026-01-27,Female,31
317,Anahita Gala,Delhi,Delhi,India,2022-03-18,Male,47
318,Shray Vig,Pune,Maharashtra,India,2024-11-05,Male,24
319,Kiara Dhingra,Jaipur,Rajasthan,India,2022-08-28,Male,56
320,Raghav Gaba,Hyderabad,Telangana,India,2022-01-17,Male,44
321,Reyansh Agate,Bengaluru,Karnataka,India,2021-06-28,Male,61
322,Rohan Saini,Chennai,Tamil Nadu,India,2024-12-23,Male,46
323,Samiha Dua,Bengaluru,Karnataka,India,2024-07-23,Female,65
324,Keya Chandra,Pune,Maharashtra,India,2025-06-08,Male,57
325,Prerak Chana,Ahmedabad,Gujarat,India,2024-11-22,Female,45
326,Bhavin Sridhar,Pune,Maharashtra,India,2024-02-10,Male,54
327,Arhaan Dani,Bengaluru,Karnataka,India,2025-02-07,Male,32
328,Kashvi Maharaj,Chennai,Tamil Nadu,India,2025-07-28,Female,50
329,Sana Issac,Bengaluru,Karnataka,India,2025-02-09,Male,28
330,Advika Goswami,Jaipur,Rajasthan,India,2023-06-19,Male,32
331,Prerak Sachdev,Ahmedabad,Gujarat,India,2023-02-18,Male,24
332,Urvi Som,Chennai,Tamil Nadu,India,2026-02-17,Male,62
333,Umang Golla,Mumbai,Maharashtra,India,2022-11-07,Female,64
334,Shlok Arora,Pune,Maharashtra,India,2024-11-02,Male,53
335,Hrishita Subramanian,Hyderabad,Telangana,India,2026-04-22,Female,63
336,Anahita Rajagopalan,Delhi,Delhi,India,2023-07-19,Female,34
337,Arnav Malhotra,Jaipur,Rajasthan,India,2025-05-13,Female,35
338,Anvi Som,Hyderabad,Telangana,India,2023-04-23,Male,57
339,Vritika Gala,Hyderabad,Telangana,India,2025-08-14,Male,18
340,Inaaya  Yohannan,Delhi,Delhi,India,2022-04-25,Female,50
341,Anay Shere,Chennai,Tamil Nadu,India,2023-10-31,Female,22
342,Prerak Sibal,Bengaluru,Karnataka,India,2023-11-17,Female,38
343,Nakul Sekhon,Jaipur,Rajasthan,India,2024-12-31,Male,45
344,Ishaan Konda,Jaipur,Rajasthan,India,2025-08-20,Female,24
345,Anaya Hans,Ahmedabad,Gujarat,India,2026-03-20,Male,27
346,Azad Khatri,Chennai,Tamil Nadu,India,2021-05-19,Female,26
347,Raghav Desai,Ahmedabad,Gujarat,India,2024-11-15,Female,37
348,Indrajit Yogi,Delhi,Delhi,India,2022-05-03,Female,48
349,Urvi Balasubramanian,Kolkata,West Bengal,India,2022-03-23,Female,25
350,Dhanuk Setty,Hyderabad,Telangana,India,2022-01-24,Female,62
351,Drishya Dasgupta,Chennai,Tamil Nadu,India,2023-01-20,Female,54
352,Manjari Biswas,Jaipur,Rajasthan,India,2023-12-26,Male,24
353,Renee Vaidya,Mumbai,Maharashtra,India,2025-02-27,Female,41
354,Advik Dua,Ahmedabad,Gujarat,India,2025-08-29,Female,42
355,Hridaan Varty,Bengaluru,Karnataka,India,2021-08-29,Male,33
356,Samaira Randhawa,Bengaluru,Karnataka,India,2024-10-03,Female,31
357,Pihu Aggarwal,Ahmedabad,Gujarat,India,2024-12-17,Male,61
358,Tanya Borde,Jaipur,Rajasthan,India,2023-10-29,Male,65
359,Prisha Maharaj,Pune,Maharashtra,India,2024-05-04,Female,42
360,Kaira Biswas,Bengaluru,Karnataka,India,2025-03-09,Female,54
361,Krish Varughese,Kolkata,West Bengal,India,2024-02-03,Female,52
362,Jayan Kala,Pune,Maharashtra,India,2022-09-01,Male,63
363,Miraan Guha,Hyderabad,Telangana,India,2024-12-16,Female,32
364,Charvi Khosla,Lucknow,Uttar Pradesh,India,2023-05-03,Male,27
365,Seher Chaudhary,Lucknow,Uttar Pradesh,India,2022-08-22,Female,46
366,Tejas Varty,Lucknow,Uttar Pradesh,India,2022-01-13,Female,63
367,Yuvraj  Sabharwal,Mumbai,Maharashtra,India,2022-04-21,Female,39
368,Samiha Lalla,Ahmedabad,Gujarat,India,2023-05-02,Male,33
